game_id,pot_size,num_players,has_flop,has_turn,has_river,has_raise,has_all_in,did_show,is_bluff,winner
787003000,1.25,3,0,0,0,1,0,0,1,foreseen
787002935,2.5,6,0,0,0,1,0,0,1,ElvenEyes
787002836,27.88,9,1,1,1,1,0,1,0,hotshothotgg
787002835,3.75,6,0,0,0,1,0,0,1,IlxxxlI
787002824,5.7,6,1,0,0,1,0,0,1,Sephiroth1
787002791,4.5,8,0,0,0,1,0,0,1,IlxxxlI
787002652,65.06,6,1,1,1,1,0,1,0,LloydXmas
787002647,2.5,8,0,0,0,1,0,0,1,zboiii
787002625,5.05,6,1,1,1,1,0,1,0,IlxxxlI
787002564,1.25,6,0,0,0,1,0,0,1,imger8
787002385,5.0,6,0,0,0,1,0,0,1,DonCesarGrinder
787002383,1.9,3,1,1,1,0,0,0,1,IlxxxlI
787002368,4.0,9,0,0,0,0,0,0,0,pineapplesand
787002341,4.28,6,1,1,0,1,0,0,1,MadLifeGrinder
787002327,13.84,6,1,1,0,1,0,0,1,LloydXmas
787002322,1.25,6,0,0,0,1,0,0,1,foreseen
787002303,2.0,8,0,0,0,1,0,0,1,StephCurry
787002257,12.05,5,1,1,1,1,0,0,1,Beep_Beep
787002211,3.09,6,1,0,0,1,0,0,1,xROCKETMANx
787002180,1.0,6,0,0,0,0,0,0,0,LloydXmas
787002143,2.5,5,0,0,0,1,0,0,1,Sephiroth1
787002122,14.5,6,0,0,0,1,0,0,1,DonCesarGrinder
787002091,6.0,6,0,0,0,1,0,0,1,WeakAndWeary
787001974,2.0,6,0,0,0,1,0,0,1,WeakAndWeary
787001958,1.0,6,0,0,0,0,0,0,0,ElvenEyes
787001943,2.0,5,0,0,0,0,0,0,0,MadLifeGrinder
787001940,6.18,8,1,1,0,1,0,0,1,StephCurry
787001890,6.0,5,0,0,0,1,0,0,1,Sephiroth1
787001849,3.33,6,1,0,0,1,0,0,1,xROCKETMANx
787001796,5.0,5,0,0,0,1,0,0,1,VegetablesArentYummy
787001795,1.0,5,0,0,0,0,0,0,0,Sephiroth1
787001738,2.14,6,1,1,1,1,0,0,1,WeakAndWeary
787001704,2.5,8,0,0,0,1,0,0,1,IlxxxlI
787001693,5.0,5,0,0,0,1,0,0,1,MadLifeGrinder
787001648,2.5,6,0,0,0,1,0,0,1,ElvenEyes
787001608,2.0,5,0,0,0,0,0,0,0,IlxxxlI
787001583,1.9,5,1,0,0,0,0,0,1,WeakAndWeary
787001568,2.5,5,0,0,0,1,0,0,1,Beep_Beep
787001569,27.21,3,1,1,1,1,0,1,0,foreseen
787001510,10.45,9,1,1,0,1,0,0,1,VegetablesArentYummy
787001465,1.0,5,0,0,0,0,0,0,0,IlxxxlI
787001457,0.5,6,0,0,0,0,0,0,0,IampokerKidd
787001419,2.5,5,0,0,0,1,0,0,1,Beep_Beep
787001210,2.0,5,0,0,0,1,0,0,1,Beep_Beep
787001184,1.25,6,0,0,0,1,0,0,1,IlxxxlI
787001013,4.28,8,1,1,1,1,0,1,0,zboiii
787000969,122.45,8,1,1,1,1,0,1,0,BiGFck
787000900,52.63,5,1,1,1,1,0,0,1,VegetablesArentYummy
787000887,0.5,6,0,0,0,0,0,0,0,BiGFck
787000847,44.18,5,1,1,0,1,0,0,1,LloydXmas
787000763,5.0,8,0,0,0,1,0,0,1,StephCurry
787000707,5.0,5,0,0,0,1,0,0,1,VegetablesArentYummy
787000620,1.25,6,0,0,0,1,0,0,1,imger8
787000545,3.8,2,1,1,1,0,0,1,0,Sephiroth1
787000492,1.0,6,0,0,0,0,0,0,0,ElvenEyes
787000477,8.55,5,1,0,0,1,0,0,1,IlxxxlI
787000461,2.0,2,0,0,0,1,0,0,1,Sephiroth1
787000431,5.0,8,0,0,0,1,0,0,1,BiGFck
787000425,0.5,6,0,0,0,0,0,0,0,IlxxxlI
787000206,27.78,8,1,1,1,1,0,1,0,gust
787000116,0.5,6,0,0,0,0,0,0,0,imger8
787000013,10.45,8,1,1,0,1,0,0,1,actionjax24
786999894,4.5,8,0,0,0,1,0,0,1,dankmann
786999815,7.6,6,1,1,0,0,0,0,1,IbetUmuck
786999785,5.0,8,0,0,0,1,0,0,1,IlxxxlI
786999700,6.7,6,1,0,0,1,0,0,1,imger8
786999591,14.01,6,1,1,1,1,0,1,0,WeakAndWeary
786999524,5.0,8,0,0,0,1,0,0,1,IlxxxlI
786999525,14.5,6,0,0,0,1,0,0,1,MadLifeGrinder
786999416,1.25,6,0,0,0,1,0,0,1,imger8
786999391,97.5,9,1,1,1,1,0,1,0,ElvenEyes
786999260,4.75,8,1,0,0,0,0,0,1,hotshothotgg
786999223,5.04,6,1,0,0,1,0,0,1,IlxxxlI
786999144,1.0,6,0,0,0,1,0,0,1,foreseen
786999003,1.0,6,0,0,0,0,0,0,0,gust
786998884,1.25,6,0,0,0,1,0,0,1,WeakAndWeary
786998770,12.35,8,1,0,0,1,0,0,1,actionjax24
786998619,16.8,8,1,1,1,1,0,0,1,pineapplesand
786998517,3.75,6,0,0,0,1,0,0,1,IampokerKidd
786998452,1.0,7,0,0,0,0,0,0,0,gust
786998211,14.56,6,1,1,1,1,0,0,1,WeakAndWeary
786997980,39.85,6,1,1,1,1,0,1,0,zboiii
786997959,2.5,6,0,0,0,1,0,0,1,WeakAndWeary
786997792,2.5,6,0,0,0,1,0,0,1,dankmann
786997254,8.35,6,1,1,1,1,0,0,1,zboiii
786997081,4.5,5,0,0,0,1,0,0,1,VegetablesArentYummy
786996722,4.3,4,1,1,0,0,0,0,1,IlxxxlI
786996494,2.5,4,0,0,0,1,0,0,1,dankmann
786992765,5.0,5,0,0,0,1,0,0,1,WeakAndWeary
786992523,2.0,5,0,0,0,1,0,0,1,AironVega
786991925,2.5,8,0,0,0,1,0,0,1,StephCurry
786991607,2.5,8,0,0,0,1,0,0,1,zboiii
786991509,78.0,6,1,1,1,1,0,1,0,quant_theo
786991320,17.4,4,1,1,1,1,0,1,0,Ball
786991266,2.5,6,0,0,0,1,0,0,1,WeakAndWeary
786991255,1.25,6,0,0,0,1,0,0,1,foreseen
786991053,1.25,4,0,0,0,1,0,0,1,anabeliangrape
786990711,5.25,6,1,0,0,1,0,0,1,foreseen
786990710,1.9,6,1,1,0,0,0,0,1,flyshark01
786990662,8.52,6,1,1,1,1,0,0,1,CrimZnole
786990542,59.97,8,1,1,0,1,0,0,1,zboiii
786990481,2.0,6,0,0,0,1,0,0,1,flyshark01
786990467,7.41,4,1,1,0,1,0,0,1,Ball
786990330,1.25,6,0,0,0,1,0,0,1,fishinwithbobbo
786990156,0.5,6,0,0,0,0,0,0,0,Beep_Beep
786990121,5.3,6,0,0,0,1,0,0,1,flyshark01
786989991,7.13,6,1,1,1,1,0,0,1,foreseen
786989829,38.48,6,1,1,1,1,0,1,0,xROCKETMANx
786989800,47.74,4,1,1,1,1,0,1,0,Hakuna_Matata777
786989675,2.5,6,0,0,0,1,0,0,1,bunnyfox2t
786989670,2.38,8,1,1,1,0,0,1,0,Pla2Par
786989490,2.85,6,1,0,0,1,0,0,1,xROCKETMANx
786989336,1.0,7,0,0,0,0,0,0,0,VegetablesArentYummy
786989255,1.0,6,0,0,0,1,0,0,1,flyshark01
786989231,13.54,4,1,1,1,1,0,1,0,Ball
786989140,3.33,6,1,1,0,1,0,0,1,IlxxxlI
786989095,1.25,6,0,0,0,1,0,0,1,foreseen
786988979,11.59,6,1,1,0,1,0,0,1,AironVega
786988966,2.5,7,0,0,0,1,0,0,1,AironVega
786988560,5.2,5,1,0,0,1,0,0,1,IlxxxlI
786988490,16.63,4,1,1,1,1,0,1,0,PokerBrat1127
786988346,12.0,3,0,0,0,1,0,0,1,IlxxxlI
786988316,7.0,6,0,0,0,1,0,0,1,bunnyfox2t
786988289,12.64,6,1,1,1,1,0,1,1,BHawk12
786988248,33.73,6,1,1,1,1,0,0,1,foreseen
786988184,1.25,3,0,0,0,1,0,0,1,anabeliangrape
786988185,1.0,6,0,0,0,1,0,0,1,WeakAndWeary
786988049,5.0,3,0,0,0,1,0,0,1,VegetablesArentYummy
786988004,1.0,5,0,0,0,1,0,0,1,foreseen
786987978,29.83,6,1,1,0,1,0,0,1,CrimZnole
786987908,2.0,3,0,0,0,0,0,0,0,IlxxxlI
786987890,0.5,6,0,0,0,0,0,0,0,foreseen
786987821,1.0,5,0,0,0,1,0,0,1,IlxxxlI
786987801,1.0,6,0,0,0,0,0,0,0,CrimZnole
786987709,5.0,3,0,0,0,1,0,0,1,IlxxxlI
786987647,2.0,3,0,0,0,0,0,0,0,AironVega
786987576,8.35,3,1,0,0,1,0,0,1,Jui
786987522,1.25,5,0,0,0,1,0,0,1,flyshark01
786987496,2.0,6,0,0,0,1,0,0,1,flyshark01
786987478,5.0,3,0,0,0,1,0,0,1,AironVega
786987259,3.33,6,1,1,1,1,0,0,1,fishinwithbobbo
786987215,7.6,5,1,1,1,1,0,1,0,WeakAndWeary
786987200,2.5,6,0,0,0,1,0,0,1,Doubletwentyone
786987180,24.53,6,1,1,0,1,0,0,1,IlxxxlI
786987030,10.76,3,1,1,0,1,0,0,1,Jui
786987018,2.5,6,0,0,0,1,0,0,1,flyshark01
786986992,0.95,6,1,0,0,0,0,0,1,IlxxxlI
786986879,2.0,6,0,0,0,1,0,0,1,ThxBro
786986874,1.25,5,0,0,0,1,0,0,1,IlxxxlI
786986764,1.25,6,0,0,0,1,0,0,1,flyshark01
786986721,2.62,5,1,1,0,1,0,0,1,foreseen
786986668,0.5,3,0,0,0,0,0,0,0,anabeliangrape
786986495,2.5,6,0,0,0,1,0,0,1,rook_
786986457,0.5,5,0,0,0,0,0,0,0,flyshark01
786986447,11.4,4,1,1,1,1,0,1,0,VegetablesArentYummy
786986311,2.5,3,0,0,0,1,0,0,1,PokerBrat1127
786986297,0.5,6,0,0,0,0,0,0,0,foreseen
786986141,5.0,5,0,0,0,1,0,0,1,VegetablesArentYummy
786986034,18.0,6,0,0,0,1,0,0,1,IlxxxlI
786986007,5.0,5,0,0,0,1,0,0,1,AironVega
786985994,3.5,5,0,0,0,1,0,0,1,foreseen
786985997,80.5,5,1,1,1,1,0,1,1,CrimZnole
786985845,2.5,5,0,0,0,1,0,0,1,IlxxxlI
786985806,3.09,3,1,1,0,1,0,0,1,Ball
786985508,1.25,3,0,0,0,1,0,0,1,PokerBrat1127
786985417,7.0,5,0,0,0,1,0,0,1,Doubletwentyone
786985364,4.99,5,1,0,0,1,0,0,1,Doubletwentyone
786985156,98.0,6,1,1,1,1,0,1,0,IampokerKidd
786985038,3.5,5,0,0,0,1,0,0,1,Doubletwentyone
786984973,8.33,3,1,1,1,1,0,0,1,anabeliangrape
786984531,6.89,3,1,1,0,1,0,0,1,anabeliangrape
786984480,19.54,6,1,1,1,1,0,1,0,Doubletwentyone
786984238,1.25,2,0,0,0,1,0,0,1,Ball
786984035,1.25,2,0,0,0,1,0,0,1,Ball
786984007,5.8,6,0,0,0,1,0,0,1,AironVega
786983880,1.25,2,0,0,0,1,0,0,1,PokerBrat1127
786983701,1.25,2,0,0,0,1,0,0,1,PokerBrat1127
786983687,2.5,6,0,0,0,1,0,0,1,flyshark01
786983336,2.5,6,0,0,0,1,0,0,1,CrimZnole
786979563,8.55,8,1,0,0,1,0,0,1,IlxxxlI
786979261,5.0,8,0,0,0,1,0,0,1,ShawnFrie
786978205,12.0,8,0,0,0,1,0,0,1,gust
786978108,5.0,6,0,0,0,1,0,0,1,Pimpika
786977860,5.0,7,0,0,0,1,0,0,1,actionjax24
786977635,1.0,5,0,0,0,1,0,0,1,Abundance4All
786977583,43.18,5,1,1,1,1,0,1,0,IlxxxlI
786977554,2.0,7,0,0,0,0,0,0,0,VegetablesArentYummy
786977553,11.02,6,1,0,0,1,0,0,1,SCking
786977226,0.5,5,0,0,0,0,0,0,0,Abundance4All
786977120,3.25,5,0,0,0,1,0,0,1,IlxxxlI
786977083,14.73,5,1,1,1,1,0,1,0,TTSO
786976861,1.0,4,0,0,0,0,0,0,0,WeakAndWeary
786976795,23.68,7,1,1,1,1,0,0,1,ShawnFrie
786976776,3.0,5,0,0,0,1,0,0,1,foreseen
786976761,1.25,4,0,0,0,1,0,0,1,foreseen
786976618,12.54,6,1,0,0,1,0,0,1,KingGuciGuci
786976401,9.88,7,1,0,0,1,0,0,1,actionjax24
786976321,3.8,2,1,1,1,1,0,1,0,WeakAndWeary
786976297,5.0,6,0,0,0,1,0,0,1,Pimpika
786976296,11.74,5,1,1,1,1,0,1,0,foreseen
786976118,1.25,5,0,0,0,1,0,0,1,foreseen
786976071,1.0,3,0,0,0,0,0,0,0,IlxxxlI
786976031,7.57,4,1,1,1,1,0,1,0,foreseen
786975970,2.38,4,1,0,0,0,0,0,1,IlxxxlI
786975851,14.36,5,1,1,1,1,0,0,1,xROCKETMANx
786975775,12.68,5,1,1,1,1,0,1,0,LloydXmas
786975727,0.5,4,0,0,0,0,0,0,0,foreseen
786975711,0.5,5,0,0,0,0,0,0,0,IlxxxlI
786975670,16.15,6,1,0,0,1,0,0,1,SCking
786975517,4.25,4,1,1,0,1,0,0,1,foreseen
786975458,1.25,5,0,0,0,1,0,0,1,IlxxxlI
786975433,47.58,8,1,0,0,1,0,0,1,Pimpika
786975418,2.5,5,0,0,0,1,0,0,1,Im
786975095,24.1,5,1,1,0,1,0,0,1,WeakAndWeary
786975050,1.25,4,0,0,0,1,0,0,1,IlxxxlI
786974856,6.95,4,1,1,1,1,0,1,0,violin2
786974728,2.5,5,0,0,0,1,0,0,1,MadLifeGrinder
786974570,1.0,5,0,0,0,0,0,0,0,WeakAndWeary
786974567,1.25,4,0,0,0,1,0,0,1,Jui
786974350,21.85,5,1,1,1,1,0,0,1,IlxxxlI
786974310,4.99,4,1,1,1,1,0,1,0,WeakAndWeary
786974215,1.0,5,0,0,0,0,0,0,0,MadLifeGrinder
786973904,29.17,4,1,1,1,1,0,1,0,GagaPoker
786973817,1.0,5,0,0,0,0,0,0,0,gust
786973813,4.75,5,1,0,0,1,0,0,1,IlxxxlI
786973816,3.5,6,0,0,0,1,0,0,1,FLDnLIVE2FLDagn
786973596,24.25,4,0,0,0,1,0,0,1,Beep_Beep
786973588,1.0,5,0,0,0,0,0,0,0,Beep_Beep
786973578,1.0,4,0,0,0,1,0,0,1,IlxxxlI
786973503,7.78,4,1,1,1,1,0,0,1,IlxxxlI
786973337,15.61,6,1,1,1,1,0,1,0,QDevilQ
786973300,1.25,4,0,0,0,1,0,0,1,foreseen
786973231,1.25,4,0,0,0,1,0,0,1,Beep_Beep
786973116,0.95,4,1,0,0,0,0,0,1,violin2
786972982,14.01,5,1,1,1,1,0,1,0,Sephiroth1
786972919,1.25,4,0,0,0,1,0,0,1,GagaPoker
786972840,1.25,4,0,0,0,1,0,0,1,Beep_Beep
786972805,38.48,6,1,1,1,1,0,1,0,IlxxxlI
786972540,0.5,4,0,0,0,0,0,0,0,foreseen
786972440,1.0,3,0,0,0,0,0,0,0,Keggston99
786972356,1.25,4,0,0,0,1,0,0,1,Abundance4All
786972168,0.5,5,0,0,0,0,0,0,0,IlxxxlI
786972048,2.52,4,1,1,0,1,0,0,1,violin2
786971993,8.88,5,1,1,1,1,0,0,1,MirrorZrorriM
786971968,30.88,5,1,1,1,1,0,0,1,Beep_Beep
786971955,3.8,2,1,0,0,1,0,0,1,WeakAndWeary
786971840,104.3,5,1,1,1,1,0,1,0,IlxxxlI
786971823,1.75,4,0,0,0,1,0,0,1,GagaPoker
786971806,9.98,4,1,0,0,1,0,0,1,Beep_Beep
786971705,1.0,4,0,0,0,1,0,0,1,foreseen
786971622,0.5,5,0,0,0,0,0,0,0,foreseen
786971610,1.25,5,0,0,0,1,0,0,1,FLDnLIVE2FLDagn
786971552,0.5,4,0,0,0,0,0,0,0,Beep_Beep
786971475,22.33,5,1,1,1,1,0,1,0,Im
786971380,4.28,5,1,0,0,1,0,0,1,gust
786971244,45.17,6,1,1,1,1,0,1,0,bfish602
786971223,1.25,4,0,0,0,1,0,0,1,violin2
786970946,8.78,2,1,1,1,0,0,1,1,IlxxxlI
786970930,2.5,5,0,0,0,1,0,0,1,WeakAndWeary
786970877,5.0,6,0,0,0,1,0,0,1,IbetUmuck
786970739,6.5,6,0,0,0,1,0,0,1,MadLifeGrinder
786970673,1.9,6,1,1,1,0,0,0,1,IlxxxlI
786970674,2.0,3,0,0,0,1,0,0,1,WeakAndWeary
786970658,11.63,5,1,1,0,1,0,0,1,xROCKETMANx
786970630,35.65,5,1,1,1,1,0,1,0,QDevilQ
786970592,5.0,6,0,0,0,1,0,0,1,MadLifeGrinder
786970527,1.0,5,0,0,0,0,0,0,0,Sephiroth1
786970425,1.25,5,0,0,0,1,0,0,1,QDevilQ
786970396,2.5,3,0,0,0,1,0,0,1,MadLifeGrinder
786970335,2.0,6,0,0,0,0,0,0,0,IbetUmuck
786970264,2.5,4,0,0,0,1,0,0,1,LloydXmas
786970211,2.0,6,0,0,0,1,0,0,1,Beep_Beep
786970213,1.0,4,0,0,0,0,0,0,0,WeakAndWeary
786970095,1.0,6,0,0,0,1,0,0,1,xROCKETMANx
786970009,3.09,3,1,0,0,1,0,0,1,MirrorZrorriM
786969927,1.0,4,0,0,0,0,0,0,0,WeakAndWeary
786969812,5.0,6,0,0,0,1,0,0,1,IbetUmuck
786969810,21.62,5,1,1,1,1,0,0,1,violin2
786969686,1.0,6,0,0,0,0,0,0,0,Beep_Beep
786969678,2.5,4,0,0,0,1,0,0,1,gust
786969646,5.0,6,0,0,0,1,0,0,1,KingGuciGuci
786969643,7.37,3,1,0,0,1,0,0,1,constant
786969468,1.0,5,0,0,0,1,0,0,1,violin2
786969355,1.25,5,0,0,0,1,0,0,1,GagaPoker
786969271,2.0,6,0,0,0,0,0,0,0,meandkids
786969109,1.0,4,0,0,0,1,0,0,1,QDevilQ
786969056,2.5,5,0,0,0,1,0,0,1,Im
786969011,1.19,5,1,0,0,0,0,0,1,xROCKETMANx
786968898,0.5,4,0,0,0,0,0,0,0,QDevilQ
786968872,2.62,5,1,0,0,1,0,0,1,foreseen
786968690,215.5,6,1,1,1,1,0,1,0,Beep_Beep
786968678,1.25,5,0,0,0,1,0,0,1,xROCKETMANx
786968641,1.0,5,0,0,0,0,0,0,0,WeakAndWeary
786968612,77.92,4,1,1,1,1,0,0,1,LloydXmas
786968594,1.43,4,1,0,0,0,0,0,1,constant
786968377,0.5,4,0,0,0,0,0,0,0,constant
786968272,2.5,5,0,0,0,1,0,0,1,IlxxxlI
786968223,50.35,6,1,1,0,1,0,0,1,LazyFish
786968191,1.25,5,0,0,0,1,0,0,1,Abundance4All
786968169,2.5,5,0,0,0,1,0,0,1,WeakAndWeary
786967917,2.5,5,0,0,0,1,0,0,1,Beep_Beep
786967918,10.22,4,1,0,0,1,0,0,1,QDevilQ
786967848,5.0,6,0,0,0,1,0,0,1,IbetUmuck
786967846,4.28,6,1,1,0,1,0,0,1,WeakAndWeary
786967779,1.0,5,0,0,0,0,0,0,0,WeakAndWeary
786967780,1.0,5,0,0,0,0,0,0,0,MadLifeGrinder
786967696,102.5,5,1,1,1,1,0,1,0,xROCKETMANx
786967602,1.0,4,0,0,0,1,0,0,1,QDevilQ
786967553,3.09,8,1,1,0,1,0,0,1,kid4life
786967473,5.0,6,0,0,0,1,0,0,1,KingGuciGuci
786967366,6.46,6,1,1,0,1,0,0,1,xROCKETMANx
786967152,1.19,4,1,1,0,0,0,0,1,QDevilQ
786967063,6.5,5,0,0,0,1,0,0,1,Beep_Beep
786967007,11.88,6,1,0,0,1,0,0,1,meandkids
786966774,0.95,4,1,1,0,0,0,0,1,FLDnLIVE2FLDagn
786966726,2.5,5,0,0,0,1,0,0,1,IlxxxlI
786966637,1.0,6,0,0,0,0,0,0,0,gust
786966636,4.74,3,1,1,1,1,0,1,0,foreseen
786966625,4.25,5,1,1,0,1,0,0,1,foreseen
786966488,39.71,6,1,1,1,0,0,0,1,IbetUmuck
786966426,6.18,5,1,1,1,1,0,0,1,Im
786966418,1.25,4,0,0,0,1,0,0,1,QDevilQ
786966386,2.0,5,0,0,0,1,0,0,1,MadLifeGrinder
786966375,1.25,3,0,0,0,1,0,0,1,xROCKETMANx
786966281,2.5,5,0,0,0,1,0,0,1,meandkids
786966189,0.5,3,0,0,0,0,0,0,0,Jui
786966082,9.98,4,1,0,0,1,0,0,1,MirrorZrorriM
786966021,56.19,6,1,1,1,1,0,1,0,KingGuciGuci
786966025,2.5,4,0,0,0,1,0,0,1,LloydXmas
786966004,1.0,5,0,0,0,0,0,0,0,IlxxxlI
786965981,22.99,8,1,1,1,1,0,1,0,Korobochka
786965830,2.5,4,0,0,0,1,0,0,1,LloydXmas
786965764,5.0,6,0,0,0,1,0,0,1,MadLifeGrinder
786965619,1.0,5,0,0,0,0,0,0,0,IlxxxlI
786965577,13.01,5,1,1,1,1,0,1,0,Abundance4All
786965507,2.5,5,0,0,0,1,0,0,1,MadLifeGrinder
786965442,55.94,4,1,1,1,1,0,1,0,constant
786965412,2.0,6,0,0,0,0,0,0,0,LazyFish
786965294,1.0,5,0,0,0,0,0,0,0,LloydXmas
786965250,20.43,4,1,0,0,1,0,0,1,Jui
786965227,4.94,5,1,1,1,1,0,0,1,Im
786965218,0.5,6,0,0,0,0,0,0,0,foreseen
786965206,28.0,7,1,1,1,1,0,1,0,kid4life
786965116,2.5,5,0,0,0,1,0,0,1,Beep_Beep
786964982,1.25,5,0,0,0,1,0,0,1,Abundance4All
786964858,3.09,4,1,1,1,1,0,1,0,constant
786964685,2.5,6,0,0,0,1,0,0,1,meandkids
786964634,22.61,6,1,1,1,1,0,0,1,MadLifeGrinder
786964596,5.7,6,1,0,0,1,0,0,1,WeakAndWeary
786964519,1.25,4,0,0,0,1,0,0,1,BHawk12
786964521,5.28,4,1,1,1,1,0,0,1,foreseen
786964459,2.0,6,0,0,0,0,0,0,0,IlxxxlI
786964358,2.5,6,0,0,0,1,0,0,1,WeakAndWeary
786964206,18.77,7,1,1,1,1,0,0,1,IlxxxlI
786964192,12.92,5,1,1,0,1,0,0,1,Beep_Beep
786964167,0.5,4,0,0,0,0,0,0,0,IlxxxlI
786964101,3.8,6,1,1,0,0,0,0,1,IbetUmuck
786964035,0.95,4,1,0,0,0,0,0,1,IlxxxlI
786963917,45.36,6,1,1,1,1,0,1,0,JoeRockwell
786963858,5.0,6,0,0,0,1,0,0,1,IbetUmuck
786963501,4.0,6,0,0,0,1,0,0,1,LazyFish
786963457,5.23,5,1,0,0,1,0,0,1,MadLifeGrinder
786963310,5.0,6,0,0,0,1,0,0,1,LloydXmas
786963286,13.07,7,1,1,1,1,0,1,0,Spagetti1
786963254,10.28,5,1,1,1,1,0,0,1,WeakAndWeary
786963241,10.76,6,1,1,1,1,0,1,0,IlxxxlI
786963225,2.0,6,0,0,0,0,0,0,0,LazyFish
786963156,0.5,6,0,0,0,0,0,0,0,MortalLock
786963099,16.71,4,1,1,1,1,0,0,1,BHawk12
786963070,1.0,6,0,0,0,0,0,0,0,Hakuna_Matata777
786963054,2.0,6,0,0,0,0,0,0,0,MadLifeGrinder
786963010,1.0,5,0,0,0,0,0,0,0,meandkids
786962846,1.0,6,0,0,0,0,0,0,0,LloydXmas
786962808,9.8,6,0,0,0,1,0,0,1,IlxxxlI
786962799,3.09,4,1,0,0,1,0,0,1,flyshark01
786962636,10.93,5,1,1,1,1,0,1,0,Im
786962541,5.7,6,1,0,0,1,0,0,1,MadLifeGrinder
786962520,6.98,6,1,1,0,1,0,0,1,GagaPoker
786962515,99.59,7,1,1,1,1,0,1,0,kid4life
786962248,10.07,6,1,1,1,0,0,1,0,KingGuciGuci
786962212,9.03,4,1,1,1,1,0,1,0,constant
786962182,18.91,4,1,1,1,1,0,1,0,WeakAndWeary
786962162,7.84,7,1,0,0,1,0,0,1,arito02
786962156,6.18,6,1,0,0,1,0,0,1,IlxxxlI
786962003,1.25,4,0,0,0,1,0,0,1,IlxxxlI
786962007,9.69,5,1,1,1,1,0,1,0,MadLifeGrinder
786961870,2.5,4,0,0,0,1,0,0,1,WeakAndWeary
786961796,8.55,6,1,1,1,1,0,1,0,IlxxxlI
786961700,1.0,5,0,0,0,0,0,0,0,Im
786961690,19.0,6,1,1,1,1,0,0,1,bfish602
786961666,1.25,4,0,0,0,1,0,0,1,constant
786961540,1.0,5,0,0,0,0,0,0,0,IlxxxlI
786961468,34.91,7,1,1,1,1,0,0,1,kid4life
786961372,16.27,6,1,1,1,0,0,1,0,JoeRockwell
786961321,134.86,6,1,1,1,1,0,1,0,WeakAndWeary
786961273,23.56,6,1,1,1,1,0,0,1,KingGuciGuci
786961178,2.5,5,0,0,0,1,0,0,1,gust
786960953,5.0,6,0,0,0,1,0,0,1,IlxxxlI
786960931,34.68,6,1,1,1,1,0,1,0,IlxxxlI
786960861,2.38,6,1,1,0,0,0,0,1,JoeRockwell
786960786,9.5,4,1,1,0,1,0,0,1,flyshark01
786960573,5.0,6,0,0,0,1,0,0,1,KingGuciGuci
786960467,77.28,8,1,1,1,1,0,1,0,Hakuna_Matata777
786960465,7.13,5,1,1,0,1,0,0,1,Beep_Beep
786960394,5.0,6,0,0,0,1,0,0,1,KingGuciGuci
786960288,2.0,6,0,0,0,0,0,0,0,IbetUmuck
786960202,9.98,4,1,0,0,1,0,0,1,IlxxxlI
786960007,1.0,5,0,0,0,0,0,0,0,gust
786959828,5.7,6,1,1,1,1,0,1,0,Beep_Beep
786959700,2.5,6,0,0,0,1,0,0,1,Beep_Beep
786959647,3.8,8,1,1,1,0,0,0,1,arito02
786959646,35.15,6,1,1,0,1,0,0,1,IbetUmuck
786959527,2.5,6,0,0,0,1,0,0,1,LloydXmas
786959503,3.57,4,1,1,1,1,0,1,0,flyshark01
786959367,10.07,6,1,0,0,1,0,0,1,IlxxxlI
786959366,2.5,6,0,0,0,1,0,0,1,St3p04ka
786959227,2.5,5,0,0,0,1,0,0,1,WeakAndWeary
786959073,1.25,4,0,0,0,1,0,0,1,flyshark01
786959053,1.0,6,0,0,0,0,0,0,0,Beep_Beep
786958923,9.03,8,1,0,0,1,0,0,1,Hakuna_Matata777
786958669,6.0,5,0,0,0,1,0,0,1,WeakAndWeary
786958365,1.0,5,0,0,0,0,0,0,0,WeakAndWeary
786958323,11.88,6,1,1,1,1,0,0,1,LazyFish
786958308,1.0,5,0,0,0,0,0,0,0,WeakAndWeary
786958298,3.09,4,1,1,0,1,0,0,1,constant
786958123,5.0,6,0,0,0,1,0,0,1,LazyFish
786958062,1.0,5,0,0,0,0,0,0,0,gust
786958044,7.88,7,1,0,0,1,0,0,1,IlxxxlI
786957954,2.5,5,0,0,0,1,0,0,1,LloydXmas
786957824,1.9,2,1,0,0,0,0,0,1,IlxxxlI
786957770,1.0,5,0,0,0,0,0,0,0,MadLifeGrinder
786957354,17.58,6,1,1,0,1,0,0,1,rook_
786957263,2.69,4,1,1,0,0,0,0,1,constant
786957176,11.17,6,1,1,1,0,0,1,1,slick07lx
786957138,2.5,5,0,0,0,1,0,0,1,MadLifeGrinder
786956761,35.19,5,1,1,0,1,0,0,1,IlxxxlI
786956715,1.19,4,1,0,0,0,0,0,1,constant
786956719,4.5,5,0,0,0,1,0,0,1,IlxxxlI
786956498,1.0,5,0,0,0,0,0,0,0,rook_
786956463,458.82,6,1,1,1,1,0,1,0,IbetUmuck
786956410,1.0,5,0,0,0,0,0,0,0,lordboroda
786956347,47.06,7,1,1,1,1,0,1,0,arito02
786956229,1.19,4,1,0,0,0,0,0,1,constant
786955948,4.75,5,1,1,0,1,0,0,1,IlxxxlI
786955934,0.5,4,0,0,0,0,0,0,0,BHawk12
786955596,2.14,6,1,1,1,0,0,1,0,kid4life
786955505,15.2,6,1,1,0,1,0,0,1,LazyFish
786955285,5.0,6,0,0,0,1,0,0,1,MadLifeGrinder
